
Pathwayname ECID Probeset AGI c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19 c20 c21 c22 c23 c24 c25 c26 c27 c28 c29 c30 c31 c32 c33 c34 c35 c36 c37 c38 c39 c40 c41 c42 c43 c44 c45 c46 c47 c48 c49 c50 c51 c52 c53 c54 c55 c56 c57 c58 c59 c60 c61 c62 c63 c64 c65 c66 c67 c68 c69 c70 c71 c72 c73 c74 c75 c76 c77 c78 c79 c80 c81 c82 c83 c84 c85 c86 c87 c88 c89 c90 c91 c92 c93 c94 c95 c96 c97 c98 c99 c100 c101 c102 c103 c104 c105 c106 c107 c108 c109 c110 c111 c112 c113 c114 c115 c116 c117 c118
Inositolphosphatemetabolism 2.7.1.68 258690_at AT3G07960 107.2 63.9 240.4 142.8 139.7 128.6 163.9 199.5 12.7 67.3 29.2 119.8 17.1 103 18.9 94.2 129.2 91.4 27 92 127.4 207.9 33.8 127.8 204.3 227.1 64.5 162.9 17.7 23.4 92.3 161.2 14.1 85.2 301 41.6 153.9 191.5 147.1 184.3 285.5 143.8 41.3 177.9 199.7 88.1 219.3 121.8 162.3 122.6 190.8 147.7 17.6 153.6 113.7 173.3 136.2 147.2 94.1 102.7 144.7 91.7 74.9 108.1 122.2 21.9 42.3 29 97.3 189.7 173.2 117.9 126.5 241.2 252.9 145.4 126.5 99.3 131.8 270.5 249 158.5 291.4 15.8 102.9 117.9 219.1 34.1 18.4 218.3 182.2 114.2 106.2 312.7 109.2 163.9 90.9 116.2 116 103.9 130.9 197.6 247.1 380.9 26.9 62.7 566.2 93.2 114.2 201.8 124 84.1 202 175 9.4 130.5 46.1 33.6
Inositolphosphatemetabolism 2.7.1.68 259677_at AT1G77740 1211.5 1717 805 1137.6 1174.6 1569.4 882.3 1237.1 1623.3 1259 1161.3 1308.1 775.5 936.8 1154.3 899 904.8 1196.5 1049.1 1161.4 1211.8 1101.1 774.5 750.2 891.8 560.2 1203.7 641 789.3 837.2 1437.4 782.5 1387.8 1365.2 662.3 1077.7 1115.4 1053.3 1937 1083.7 712 1314 1198 791.3 746.7 975.2 879.9 1040.9 801.9 947.3 915.3 716.1 812.7 988.6 1862.2 641.2 1210.7 1319.5 1203.7 1194.6 1140.1 1512.3 1519.9 1458.5 1516.8 1077.2 573.8 738.9 1110.2 1552.7 1313 1605.6 1540.9 985.6 1025.2 1463.1 1289.2 895.2 1039.6 1054.9 1244.7 843.6 827.8 1108.4 858.5 831.2 803.8 648.5 990.1 533.6 608.2 903.4 1391.1 1159.2 1212.8 1639 790.7 927.7 1692 1479.4 1441.2 1591.9 1305.6 1047.4 1326.8 1143.9 867.1 1425.2 1798.7 1214.4 2000.3 1950 880 831.6 1526.2 1274.3 2010.2 1947.9
Inositolphosphatemetabolism 2.7.1.68 259721_at AT1G60890 281 279.3 1203 326.3 545 395.4 417.8 352.8 386.5 805.9 458.5 494 351.9 400.9 404.4 397 292.5 253.7 431 382.6 463.9 399.5 278.1 328.1 369.2 261.1 1159.6 953.1 589.9 555.6 248.8 763.1 329 410.9 812.9 515.6 363.5 840.8 380.3 496.4 775.1 472.8 368.9 492.6 917.9 818.5 889.5 752 837.8 838 751.1 1660.4 893.4 1001.9 360.4 478 399.6 571.9 483.8 386.6 648.9 417.5 374.9 600.6 622.6 280.5 198.8 297.9 305.3 725.5 384.4 508.5 683.9 411.4 485.6 475.3 442.5 463.8 438.1 317 531.4 513.5 248.7 294.4 384.4 323.3 575.6 398.1 356.1 326.6 406.2 284.7 472.3 957.6 749.9 616 489.4 383.3 340.8 385.2 349.2 631.3 981.6 980.9 523.2 425.3 383.2 334.1 548.4 379 471.4 461.3 474.2 575.6 429.7 307.9 733.5 730.6
Inositolphosphatemetabolism 2.7.1.68 260466_at AT1G10900 1209.4 1452.4 858.8 1010.1 1663.8 1574.1 368.5 1238.6 1823.2 705.7 1769 1730 1063.8 453.9 1066.1 757.2 602.5 788.2 738 632.7 557.5 455.4 1575.2 727.5 853.3 884.8 732.7 599.9 672.9 534.2 953 822.8 704.4 751.9 733.9 613.6 755.8 699.1 1078.8 836.7 618.5 942.5 849.9 843.8 1159.8 647.6 650.5 641.7 725.5 727.1 733.5 563.6 521.8 514.7 1066.3 819 563.7 477.3 511 776.4 581.3 1006.3 904.6 462.6 480.9 232.1 318 261.5 730.9 936 926.7 1141.1 1140.9 1183.2 1359.5 1266.5 1248.6 1269.1 1402.9 1494.3 1269.7 1302.5 1020.8 646.9 497.8 1275.9 870 832.3 1702.5 913.2 1015.7 1368.8 1336.1 1059 750.9 746.7 713.8 806 1273.5 1628.8 1606.4 1196.1 1290.7 979.9 1196.2 796 872.3 927.8 1913.9 945.2 851 1499 1121.6 566.2 1928.1 1118.7 1041 1250.1
Inositolphosphatemetabolism 2.7.1.68 260855_at AT1G21920 2654.2 3767 598.3 2902.8 1073.7 2544.7 974.1 1379.4 3201.2 2719.7 3548.8 3337.4 2013.8 1386.2 6587.2 4905.9 4909.5 4810.9 5018.1 4421 5281.6 5162.4 4586.9 4862 300.3 592.7 1029.5 1005.5 366.9 570.4 7691.5 1375.3 9001.1 8246.8 2469.5 5055.7 7470.9 1751.8 8574 7174.5 1148.7 4546.9 10164.6 3226.8 3738.7 3343.1 2553.5 1758.7 2938.7 3343.2 4305.3 1731.4 3287.6 3153.7 8077.6 3146.4 3395.6 2824.7 2699.9 3651.9 2524.9 3962.2 4445.9 2657.8 2610.4 5571.6 6243 5645.4 6848.1 4719 4551.1 4710.8 5041.4 6674.1 6853 6579.3 6804.4 8292.1 6475.4 7319.5 7298.5 3203.3 4810.8 6552.7 5106.2 5621.4 4596.7 6876.9 5734.6 6956 7436.3 8164.3 3442 1036.7 1846.3 3138.5 3735.9 2315.3 4047.7 7957.9 3275.3 2658.2 1278.2 977 4898.1 2999.1 2362.5 5168 5874.1 3082.4 1636.5 4445.2 8305 1351.6 5071.8 5899.5 1134.1 5610.8
Inositolphosphatemetabolism 2.7.1.68 267081_at AT2G41210 192.7 246.6 235.6 221.6 325.7 392.1 292.9 383 431.1 612.2 521.4 370.6 304.6 198.5 219 239.4 243.5 213.2 275.2 155 216.5 251.6 683.4 408.4 429.2 390.3 186 258.6 317.9 173.7 207.7 223.6 272.1 227.2 315.8 432.5 333.3 217.5 360.4 217.2 238.4 396.3 941.2 315.4 427.6 538.5 682.2 431.7 487.7 584.7 575.5 1340.6 613.3 355.2 362.1 345.8 180.2 296.7 110.5 88.1 147.5 226.6 234.5 181.7 262.1 160 152.9 101.7 197.8 281.2 255.2 302.7 277 426.4 422.7 376.8 423.3 589.4 551.7 629.8 652.7 715.8 533.4 675.7 580.4 669.6 635.6 617 521.3 708.7 726.9 583 573.4 250.3 184.4 275.6 307.1 524.7 385.9 381.4 454.7 252.4 277.4 312.6 378.7 450.3 811.2 363.5 243.6 348.4 306.9 237.3 357.5 282.5 422.3 341 248.9 353
Inositolphosphatemetabolism 2.7.8.11 252953_at AT4G38570 735.2 634.9 694.1 934.8 586.9 1040.8 1292.4 1378.9 897 829.3 1305.5 1667.9 449.1 1590.4 1020.9 1089.6 1018.9 1208.1 1103.3 1172.5 1405.8 1306.5 1790.5 1648.9 692.6 838.2 758.8 584.8 414.8 421.8 1532.4 817.6 1400.1 1375.9 1097.4 1445.1 1598.6 803.8 1106.4 1435.2 979.9 1192 1413.8 1134 1037.1 921.2 905.5 997.2 801.3 780.2 767.5 1401.9 789.1 986 1112.8 1154.3 1098 979 1097.7 1039.8 1052 1136 1178.6 1170.5 1030.5 1316.6 1606.6 1402.2 1325.8 888.4 1183.1 910.2 945.2 812.9 1055.8 879 833.2 619.6 829.5 772.9 680.7 706.6 771.1 904.7 701 619.6 491 1255.5 667 1031.6 774.9 704.9 1021.2 801.3 940.9 767.2 1162.9 896 967.9 920.6 1034.7 630.9 845.6 866.7 640.3 1418.5 1078.7 1059.3 759.7 825.4 599.8 1040.6 888.4 642.2 1167.1 975.1 499.7 830.2
Inositolphosphatemetabolism 2.7.8.11 260006_at AT1G68000 1616.2 1660 1258 1906.9 1335.7 2175.8 1928.4 2195.3 2322.6 2063.6 2401.1 2583 1765.7 2418.9 2889.9 2682.2 3420.4 3116.9 3059.2 3006.5 2284.3 2586.5 2302.6 1972.5 1411.9 2111 2089.7 2168.9 1546.4 1491.6 2649.8 1320.9 2901.1 2769.5 1655.3 2230.8 2756.4 1666.3 2188.2 2656.8 1452 2003.4 2252.7 2035.9 1850.4 1808 1840.5 1640.5 1513.6 1609.7 1633.3 1363.4 1685.6 1541 2413.3 2221.1 2550.8 3273 2832.3 2665.9 2749.2 3130.1 2758.1 2227.2 2586.1 5055.6 6538.2 5187.4 5071.1 1888.1 1806.2 1761.8 1939.9 1773.4 2257 2311.2 2224.2 1961.5 2301.5 1850.9 1918.1 2053 1827.1 2144.3 2310 1640.3 1771 2296.4 2423 2891.2 2427 2498.1 1908.8 1738.2 1868.3 1713 2321 1494.8 2164.5 3125.9 2377.9 1707.1 1507 1734.9 1617.7 1730.1 1730.8 2474.9 3563.4 1724.6 1708.4 2418.6 2322.9 1620.8 3383.5 2994.5 1730.1 2797.2
Inositolphosphatemetabolism 3.1.3.25 258613_at AT3G02870 1131.5 889.4 3929.1 6407.6 2967.8 2902.2 1958.4 4132.7 3061 2430.9 2901.6 3965.5 1205.3 2196.2 2001.2 1954.4 1677.4 1319.4 1421.8 1415.8 727.6 908.3 3271.2 549.2 538.9 658.5 1691.6 2292.9 1818.1 1758.5 609.7 1870.5 519.7 550.4 1475.8 516.3 627.5 1541 1019.8 466.4 1407.5 1347 206.7 1432.8 1319.7 1013.5 919.2 1172.7 857.1 827.3 772.5 131.9 844.8 801.3 932.9 1292.6 602.2 1073.1 535.9 554.6 683.7 1060.9 768.2 628.9 1257.3 671.1 2146.7 1181.2 1841.1 841.3 890.8 699.6 629.3 273.5 212.5 358.5 272.4 238 231.6 229 237.6 659.2 910.1 190.2 259.4 933.7 330.6 281.9 846.1 403.1 313.7 487.6 3285.9 3373.9 2710.3 2917.3 1645.3 1537.7 4597.3 1491.3 3595.2 1618 3801.8 2634 2169.1 1916.3 1210.6 3268.9 1060.3 1779.1 3870 3135.8 1869.2 2834.1 2621.9 2448.9 2178.6 2225.2
Inositolphosphatemetabolism 3.1.3.56 254707_at AT4G18010 838.1 1928.7 17.8 281.2 1078.7 708.1 511.5 460.3 634 1556.9 964.8 372.6 1659.6 313.7 1191.1 1847.8 963.6 1428.6 1389.6 1116.9 861.2 1024.7 537.9 1945.3 5132.5 3870.8 2753.7 1980 2505.7 3366.2 390.7 1014.4 157.5 438 835.9 149.4 355.4 836.7 969.9 338.4 947.5 740.8 520.6 887.5 754.3 1071.2 1197.9 767.4 3125.6 1912.2 1248.3 1660.5 1720.7 1130.5 1258.6 748.9 1081.7 1420.5 1323.5 1254.8 3164.6 1389.9 1248.4 820 890.1 557.9 499.7 526.4 768.4 1458.3 1767.9 1949.1 2654.6 2979.8 1866.7 2622.1 2432.5 3885.5 3786.8 3086.6 3238.2 3235.7 2825.6 3216.3 5134.3 1611.6 2104.7 3668.6 2767.9 2456.2 2937.5 2210.5 650 975.5 1376.1 656.2 860.2 1281 1299.4 1425.5 1084 1263.5 889.3 1378.1 1655 788.5 1662 1038.4 2534.6 2473.9 207.1 1332.1 2018.6 1307.8 1455.9 1203.8 723.7 1246.1
Inositolphosphatemetabolism 3.1.3.56 255984_at AT1G34120 312.3 278.3 334.6 247.2 289.1 318.5 159.4 238.6 315.1 449.2 267.4 214 198 211 315.2 331.9 282.4 354.9 283.2 367.5 249.2 326.2 348.9 345 228.4 233.6 400.9 192.3 74.8 136.1 246.8 208 319.3 378.5 63.2 225.8 290.9 250.1 309.7 455.2 133.3 359.7 440.2 143.7 183.1 285.6 296.6 237.3 311.3 326.1 163.3 282.1 285.9 248.1 297.2 276.7 267.5 379.7 383.7 348 168.4 359.1 432 335 372.7 320.5 163.1 277 286.5 291.8 345.7 296.3 249.9 234.2 429.9 335.5 350.4 339.9 477.1 409.8 401.3 310.5 361.5 224 179.7 277.5 254.9 177.8 341.7 268.2 349.1 334.2 428.8 335.1 195.6 268.7 249.5 286 344.7 397.8 331.5 301 265.8 351.9 442.6 322.5 359.5 352 520.6 302.5 325.5 511.8 488.6 279.4 452 485.6 321.4 462.2
Inositolphosphatemetabolism 3.1.3.56 263489_at AT2G31830 205.6 106.1 249.5 272.7 238.4 361.7 306.5 358 315.8 173.8 299.4 348.6 238.4 280.3 211.3 239.5 155.7 272.6 246.3 254.7 189.2 176.6 268.7 197.7 185.4 282.3 244.5 244.2 277.8 222.4 333.2 307.8 180.4 179.2 228.7 139.7 371.9 295.4 245.8 250.1 313.2 226.6 193.5 323.2 321.4 300.4 418.2 345.8 328 310.1 374.2 1099.6 333.5 251.8 121 198 149.9 286.2 250 260.8 280 356.9 196.9 274.7 275.7 196.5 111.5 210.8 312.3 224 193.3 170.3 163.7 179.8 148 158.6 153.2 148.6 129 218.1 200.8 464.6 236.7 189.3 255 269.8 250.8 208.4 105 161.2 265.2 167.2 285.3 310 352.3 190.6 168.6 133.3 201 237.5 251.3 209 316 215.3 206.6 180.2 165 242.3 164 125.1 410.8 207.5 176.6 125.7 292.9 237.8 218.3 235.1
Inositolphosphatemetabolism 3.1.3.56 263596_at AT2G01900 206.6 243.3 6.7 55.1 211.4 47.4 8.5 16.7 100.6 16.5 33.2 37.3 42.4 10.3 181.2 179 125.8 153.8 158.2 133.6 132.6 130.3 83.1 7.2 83.2 115.9 17 5.5 7.7 68.9 346.1 329.3 320.3 289.5 377 691.8 252.1 260.2 304 367.7 215.2 295.2 272.1 332 267 625.8 466 363.4 148.3 188 154.2 397.4 220.6 205.8 299.2 341.9 194.5 181.4 197.3 291.4 233 109.6 96.9 190.2 185.9 4.5 4.5 3.5 56.1 145.3 109.4 94.8 112.9 157.9 207.2 140.8 192.5 222 204 170.4 171.4 170.8 194.5 72.9 104 172.9 179.5 288.6 23.8 119.1 165.8 129.3 71.9 135.1 129.9 42.2 132.3 37.1 18.9 118.5 52.4 201.1 103.4 102 89 174.9 139.7 55.5 55.2 102.4 53.4 38.4 96.5 21.8 87.1 13.5 64.2 19.4
Inositolphosphatemetabolism 3.1.3.56 264683_at AT1G65580 884.3 823.6 2449.8 924.1 850.1 3277.2 1537.2 2480 2473.5 2458.3 4006.1 3360.8 1750.2 1757.7 1252.8 1540.5 1053.1 1867.8 1679.9 1514.1 1716.2 1699.5 2799.1 2389.4 2087.1 2334.5 3547.2 2229.4 1758 1984 3005 1574.7 2972.3 2978 1188.4 2793.4 2688.7 1417.3 2229.9 2584.8 1030.5 2027.8 3768.1 1884.7 1483.5 2249.4 2353.1 1751 2089.9 1994.9 1544 559.8 1988.1 1719.6 2422.8 1934.7 1735.6 1806.5 1070.2 1253.2 1609.5 1441 1837.9 1445.3 1522.4 543.9 394.8 617.2 794.5 1532.2 1740.1 1284.9 2147.5 2034.3 1708.2 2313.7 1790.4 2933.9 2847.8 2908 2460.1 1537.6 1576.9 1638.3 2380.5 1867.8 2768 1536.3 1422 1427.7 1827.1 2342.4 2878.8 1528.6 1822.1 1151.1 1008.8 1315.5 2351.4 2699.7 2181.9 890.9 1859.7 1720.9 1636.4 920.6 1704.6 2634.5 2138.8 829.6 1385.8 1526.3 3561 1015.8 1240 2652.4 797 1702.6
Inositolphosphatemetabolism 3.1.3.56 265726_at AT2G32010 457.9 393.3 162.9 497.7 231.4 671.3 358.8 868.9 704.8 485.1 766.4 959 310.1 497.3 572.3 390.6 543.5 556.9 476.5 477.7 515.3 401.5 967.3 440.1 206.8 190.6 259.6 170 183.3 200.6 191.4 176.1 172.8 146 348.9 161.7 252.7 234.7 158.7 110.9 392.2 276.2 229.3 413.5 365.4 293.5 267.9 220.2 243.9 236.1 208.7 501.3 321.9 194.8 146.2 223.1 414.5 483 325.2 437.3 524.9 579.6 516.4 418.4 572.9 246.4 217.5 392.3 412.4 254.9 192.2 296.2 285.1 235.1 287.2 210.2 281.4 251 200.7 230.4 246.4 291.8 253.4 225.9 171.8 408.5 109.5 343 291.2 208.8 255.9 205.7 650.9 324 364.5 441.3 510 315.1 818.1 608.6 654.9 270.2 338 248.7 698.1 536.2 302.2 570.7 564 373.3 464.8 942.3 576.9 309.3 763.1 520.9 421.2 624.2
Inositolphosphatemetabolism 3.1.3.56 267231_at AT2G43900 227.9 337.8 401.8 237.3 207.6 167.1 313.2 151.2 168.6 236.2 167.2 129 183.1 314.8 163.9 209.7 174.9 103.1 271.8 141.3 124.4 239.2 196.4 97.3 39.8 71.8 105.7 119.3 19.3 98.5 148 182.2 85.7 173.3 170.9 89.5 173.3 99.6 519 125 198.1 266.5 182.9 232.3 203 34 285.8 254.5 254.5 177.9 237.2 156.6 178.4 182.3 373.3 57.9 209.6 171.1 314.8 124.4 28.1 207.5 209.9 148.5 235.9 22 83.9 19.6 92 259.7 236.8 273.9 292.8 270.4 319.4 277.1 267.4 174.8 156.1 165.5 221 423 248.5 378.7 371.8 269 222.1 386.8 91.8 250.4 297.3 324.9 217.9 130.8 178 383.2 239.2 230.5 314.6 214.8 233.4 333.5 205.6 217.7 196.8 169.4 245.6 266 223.3 404 430.8 241.4 220.5 244.4 321.4 237.7 274 150.6
Inositolphosphatemetabolism 3.1.3.61 247313_at AT5G63980 1860.2 1881.5 2273.1 6383 2795 4484.4 4550.4 3682.4 2419.5 3684.1 4359.8 2894 1722.6 3921.4 3410.6 3005.8 3652 2634.7 2457.7 2122.7 2817.8 2648.5 2036 2283.6 5393.6 2970.1 4039.1 4155 4017 3950.4 1684.4 5006.3 1661.3 1583.6 4189.4 1423.1 1937.3 4265.7 2170.1 1894.7 4343.4 1688.6 1491.9 2586.4 1823.4 3153.5 2363.2 4192.1 2962.2 3127 2839.3 2483.1 2807.7 3477.1 1663.5 2760.2 2646.1 3256.7 2490.7 2702.1 2813.6 3634.2 2368 3240.3 3092.2 5239.8 4577.3 4106.2 4357.4 2068.1 2031.5 2116.2 2081.5 894.5 931.7 949.4 787.6 663.3 656 988.6 803.5 1745.7 1229.2 761.9 694 1679.1 884.9 712.5 1228 778.6 1062.3 940.2 4418.9 6023.4 3996.3 5528.1 2101 3617.3 5094.1 2097.2 4866.2 1813.1 5742.6 5919.7 5163.5 2533.7 2546.1 5208.5 2342 1485.8 5082.7 5492.1 2807.8 6381.7 3551.2 2872.6 5908.4 3106.7
Inositolphosphatemetabolism 3.1.4.11 247775_at AT5G58690 254.7 286.5 302.2 156 360.8 151.9 162.6 200.1 319.2 278 215.5 189.5 431.2 143.4 239.4 294.3 174.4 233.3 242 185.7 166.7 162.8 204.5 218.2 508.1 252.4 230.5 298.2 466.8 399.3 301.8 235.6 303.6 399.8 159.8 340.2 279.9 120.5 363 325.1 186 328.2 384 236.8 123.5 423.6 365.7 293.3 209 214.6 197.3 471.1 205.9 93.3 371.8 193.3 179.9 312.4 239.8 255.4 247 310.7 245.1 196.1 248.4 157.3 77.3 114.5 117.1 329.7 370.6 299.2 306.2 199.8 247.3 220.6 234 291.4 229.8 244.5 200.5 410.2 291.2 166.8 189.6 283.7 242.7 256.5 210.5 306.6 322.2 342 222.8 349.8 305.2 145.7 129.7 192 241.5 199.1 272.2 295.9 365 369.1 807.9 204.6 245.2 158.6 252.4 166.3 262.4 137.1 369.7 282.8 151.1 225.6 325.5 137.5
Inositolphosphatemetabolism 3.1.4.11 247776_at AT5G58700 376.6 427.1 1931.4 170.4 518.9 235.4 485.4 311.4 331.1 172.1 352.7 367 197.2 552.2 593.2 698.6 539.4 570.9 455 393.3 483 482.4 80.9 183.7 752 346.3 299.5 513.7 265.6 257 906.4 564.1 869.4 910.8 603.6 907.4 1191.3 542.2 880.8 1246.9 509.2 929.3 808.9 438.2 559.2 1008.1 733.9 775.2 537.8 584.9 602.9 863.5 591.8 599 1034.3 406.7 564.6 921.9 784.4 616 708.8 1152.1 592.2 389 800.3 404.6 236.2 297.5 161.9 752.6 593.3 649.1 675.4 316.1 334.7 289.6 266.2 385 345.2 320.8 326.3 367.3 445.1 227.4 236.1 194.1 267.9 327.4 463.6 278.9 374.3 289.7 433.7 1496.1 896 227.1 426.3 619.9 367.3 208.4 238.2 416.3 970.6 1854.9 271.5 379.3 694.8 259.3 438.3 346.2 240.7 241.7 324.2 282.9 278.5 407.3 200.1 182.2
Inositolphosphatemetabolism 3.1.4.11 247794_at AT5G58670 243.9 173.4 102.1 1875.9 362.1 2868.4 280.8 548.1 783.1 2279 1989.1 458.7 535.8 221.1 352.9 476.8 475 421.1 428.8 496.3 305.2 288.1 897.3 778.5 1358 1120.9 1422.9 1396 874.6 610.2 160 304.9 268.6 242.6 236.8 173.1 242.5 321.3 218.4 305.9 205.4 42.3 201.9 316.4 369.3 136.9 234.2 223.2 172.4 262 192.8 287 273.8 159.8 324 196.3 349.3 535.7 541.2 412.1 471.7 731 503.7 286.6 397 1986.3 1561.9 1369 1902.7 281.8 197.9 172.7 173.2 167.2 235.1 220.6 234.8 163.2 180 359.6 213.4 367.3 206.3 270.3 226.7 378.3 268.9 320.2 262.5 152.7 265 332.6 2782.9 303.8 272.7 971.7 180.8 242.8 2186.4 1498.3 2210.3 188.1 322.6 317.2 698.1 191.1 354.9 2185.3 1324.7 263.4 617.3 2653.2 2179.4 632.4 2848.5 2147.6 748.4 1659.4
Inositolphosphatemetabolism 3.1.4.11 251768_at AT3G55940 96.7 87.1 616.5 518.9 47.4 189 142.1 130.1 50.5 88.9 136.5 199.9 18.4 55.4 143.9 164.4 105.5 139.2 48.4 157.2 151.8 104.8 196 31 216.9 164.9 124.3 106.8 76.3 24.4 438.8 70.1 314.1 124.6 91.7 102.9 404.1 11.8 193.7 231.2 144.4 222.7 103 76.5 152.2 33.7 104.2 113.2 54.7 83.9 112.4 977.2 34.7 69 204.4 129.7 116 11 129.3 194.1 272.2 348 95.8 120.8 115.4 390 177.2 241.5 128.4 89.5 83.3 82.5 114.7 144.8 183.9 103.2 83.4 135.8 112.3 54 129.1 270.9 24.1 99.9 103.9 71.7 106.6 180.9 85 6.9 50.2 20.5 527.1 264.9 99.6 139.9 83 333 170.3 197.6 140.2 134.9 329.8 451.5 231 43.2 647.3 44.3 77.3 80.4 137.2 177 185.8 192.5 180.7 206.9 230.1 128.1
Inositolphosphatemetabolism 3.1.4.11 252459_s_at AT3G47220 912.3 989.8 404.8 889.7 1692.6 640.2 977.5 793.8 632.9 1004.3 690 862.5 417 955.4 674.2 473.9 631.6 588.3 668.7 544.4 512.8 489.8 1255.2 907 816.8 545.7 788.1 485.8 558.2 760.5 415.4 877 271.5 410.2 1067 376.5 296.6 800.9 497.5 408.4 961.3 497.6 355.9 659.4 701.3 76.5 119.9 41.1 587.9 732.2 783.5 591.4 719.5 1021.1 286.5 623.8 698.5 539.1 408.9 587 581.9 878.9 562.7 154.8 561.8 351.5 140.5 326.7 345.4 702.8 872.9 732.8 648.9 466.7 491.6 684.7 574.9 715.5 1032.2 566.9 826.3 468 431.5 667 542.8 863 637.5 615.5 590.1 601.9 609 1026.7 880.7 1227.6 681.1 1476 1030.2 954.7 1248 931.1 1056.1 1317.3 758.6 632 1003.4 1210.5 986.5 1386.7 805.8 1338.5 1587 1281.5 636.4 1141.1 868.2 958.1 1712 1022.9
Inositolphosphatemetabolism 3.1.4.11 253002_at AT4G38530 385.2 347.3 216.6 236.4 289.9 410.9 244.5 605.9 448.6 269.2 322.7 384.8 241.7 223 298.5 287.6 304.1 399 377.5 311.5 317 253.4 491.1 328.8 325.4 272.7 436.1 262.1 282.6 203.7 297.7 294.2 291.9 168.5 352.6 346.1 382.3 339.9 170.5 264.2 381.5 340.1 477.8 271.3 535 378.8 441.7 329.7 360.6 316.8 270.4 889 442 250.2 206.8 357.4 360.3 391.2 335.9 320.6 401.3 544.3 239.5 378.5 373.8 275.1 255.6 345.6 359 312.6 318.8 285.3 249.9 204.9 244.9 268.3 221.7 258.2 193 339.5 349.9 498.8 297 180.4 232.8 390.3 405.6 292.4 183.6 350.6 330.8 436 433.5 242.1 209.5 319.6 319.8 294.7 416.8 312.5 163.1 280.5 207.6 225.3 387.2 267.5 298.9 201 293.2 199.6 296.1 265.3 367.2 312.6 307.2 306.2 216.8 214
Inositolphosphatemetabolism 3.1.4.11 256156_at AT3G08510 2763.9 3673.4 1849.6 4992.9 3957.9 9125.7 5273.2 10139.3 6638.8 10058.1 11938.1 13429 3790.2 7314.7 4832.4 4290 4669.5 4920.8 6032.4 5309.5 6343 5116.3 7298.2 8515.5 5861.7 8163.4 5236.3 3142.7 3247.7 3891.8 5377.7 4472.5 5441.4 5422.8 5172.3 5489.2 6851.9 5788.3 4334 5193.9 4933.5 5570.7 4722.2 6947.8 7064.6 7186 7087.7 5242.6 5384.3 5106.8 5042.9 4476.6 6619.8 6221 4793.8 7489.8 8698.5 8395.4 7892 10014.1 8385.8 7499.4 10227.5 10473.4 7442 3633.3 2954.8 5928.8 6433.7 6650 6987.7 5836.6 6621.9 7932.9 8359.4 7906 7709.2 6765.3 7012.1 7634.7 7717.6 5841.5 5434.3 4535.9 5205.8 3447.1 3731.1 4109.9 6276.4 4649.3 3293.4 4329.2 9709.6 5934.8 7600.5 2413.1 3214.9 2631.2 5190.6 8424.9 5611.2 2843.6 7248 5438.7 3197 2982.4 3512.5 5413.6 8643.9 3235.6 2402.4 6392 6276.6 2846.6 9237.9 6987.8 2400.7 7810.7
Inositolphosphatemetabolism 5.5.1.4 250471_at AT5G10170 416.1 297.2 23.1 405.4 285.9 950.2 67.4 287.9 346.5 369 839.6 287.6 180.5 136.5 272.5 340 305 314.8 293.3 374.5 374.4 277 263.7 375.1 261.3 251.1 189.3 120.2 278 257.1 55.9 573.6 159.5 152.9 643.6 176.6 243 672 99.4 104.8 988.4 166.3 229.4 367.4 367.1 186.4 262.1 309.6 366 285.2 369.2 388.5 477.9 280.6 91.4 424.2 496.7 158.4 554.6 396.5 345.6 409.8 402 406.2 306.3 170.7 144.1 212.8 503.4 336.7 327.2 266.7 197 279.7 239.4 197.3 184.2 99.2 107.9 144.2 92.5 342.3 323.5 102.8 58.1 184.5 72.9 109.4 251.2 138 56.4 128.9 582.2 232.3 207.9 434.3 148.4 186.7 485.9 375.1 566.1 274.7 201.9 172.6 515 174.5 178.2 548.3 361.7 222.3 552.4 416.5 271.7 445.6 621.7 811 374.8 341.2
Inositolphosphatemetabolism 5.5.1.4 252863_at AT4G39800 7242.1 6724.7 1345.9 25837.9 12976.9 10309.2 6099.8 17030.9 18896.6 3978.2 9734.5 14160.3 14456.8 6405.6 7637.6 6220.4 7377.9 6142.7 4912.3 4482.4 2491.1 2332.6 11942.5 4270.8 3660.5 4307.1 4282.3 1920.6 4151.7 4279.6 1359.6 3804.5 1341.4 1209.4 4157.6 492.7 1612.3 2925.9 2146.3 1066.2 2698 776.9 1827.1 3831.6 4488.2 1416.5 1849.7 1366 480.7 524.8 1360.3 1533.7 715.3 908.1 2397.3 3588.9 2904.7 1610 3521 2997.1 2173.2 2239.2 3059.3 2882 3892.2 1930.8 2333.2 3196.8 6488.6 3421.3 3051 2652.7 3025.1 2116.1 2193.9 1943.3 1908.7 1580.1 1789.5 1595.3 1863.1 5025 4204.1 1215 1118.7 12957.2 5420.3 1056.2 2642.5 1003.8 836.4 2437.1 7947.9 9368.4 9413.7 14381.3 4631.6 10630.9 8906.6 6067.1 8466.6 9117.8 12322.6 8796.6 19916.4 5467.6 10071.3 5433.6 8011 5404.1 22048.8 7588.4 4098 14919.9 9527.8 3763.7 20183.1 4135.1
